@relation 'ALUNO ORD TOTAL. IDEB-EXCLUIDOS ALUNOS S RESP APSOCIOestevam'

@attribute TX_RESP_Q001 {A,B}
A,A,B,C,C,D,C,B,B,A,B,B,B,B,B,D,A,A,D,A,A,B,B,A,?,B,A,A,A,A,A,?,A,B,C,A,A,A,B,B,A,B,A,B,A,B,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,B,D,C,B,D,B,B,A,B,B,C,B,C,D,A,B,E,A,A,A,D,A,A,B,A,A,A,A,A,B,A,A,C,A,C,B,A,C,A,B,A,B,B,A,B,A,A,A,B,'ABAIXO DA M�DIA'
B,B,B,C,B,B,B,B,A,A,B,A,A,B,C,C,A,B,G,B,B,B,G,A,A,C,A,A,A,A,A,C,A,C,C,C,C,C,C,D,D,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,D,C,C,E,C,B,A,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,B,C,B,B,B,C,C,C,C,D,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,E,D,B,B,B,B,B,A,A,A,A,B,D,D,A,A,B,A,A,A,B,A,B,C,A,A,A,A,A,C,A,A,B,A,C,B,C,D,C,B,B,C,B,A,B,A,A,A,C,'ABAIXO DA M�DIA'
A,B,K,C,C,A,B,B,B,A,A,A,B,B,B,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,C,C,A,B,C,?,D,E,B,A,A,A,B,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,K,C,B,B,B,B,D,D,B,A,B,B,C,E,A,A,G,A,A,A,F,A,A,C,A,A,A,A,A,C,C,C,C,C,C,B,B,D,E,B,A,A,A,A,B,B,A,B,C,'ABAIXO DA M�DIA'
A,C,B,D,D,C,C,B,A,B,B,A,B,B,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,A,?,B,C,C,C,C,B,E,B,D,C,A,A,D,B,A,B,C,'ABAIXO DA M�DIA'
A,A,C,F,E,E,C,D,C,B,B,A,C,C,D,D,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,?,A,?,?,?,C,C,C,A,E,B,A,A,C,A,A,C,A,C,B,'ABAIXO DA M�DIA'
B,A,D,F,B,B,B,C,B,B,D,B,B,D,D,?,?,A,C,B,B,A,C,B,B,A,A,A,A,A,A,A,?,?,?,?,?,A,?,A,D,B,A,B,B,A,D,?,?,B,?,'ABAIXO DA M�DIA'
A,A,K,G,C,C,C,C,B,B,B,B,B,B,D,D,A,A,?,A,A,A,E,A,A,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,E,B,B,B,B,A,C,?,A,B,B,'ABAIXO DA M�DIA'
B,E,D,E,B,A,A,B,A,A,A,A,A,B,C,F,A,A,G,A,A,A,G,A,?,A,A,A,A,A,A,?,A,?,?,?,C,?,?,?,?,B,?,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,C,C,C,B,A,D,B,B,A,B,A,A,D,D,B,A,A,G,A,A,B,D,A,A,A,A,A,A,A,A,?,?,?,B,?,B,?,?,A,A,B,A,A,A,A,A,C,B,A,A,'ABAIXO DA M�DIA'
B,D,K,D,B,B,B,B,B,A,B,A,A,B,D,C,B,B,G,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,A,?,A,B,C,E,A,B,D,A,B,A,C,C,C,C,D,'ABAIXO DA M�DIA'
A,B,L,C,B,A,B,B,B,A,B,B,A,C,D,C,A,A,C,A,A,B,D,A,A,B,?,A,A,A,A,?,B,?,?,?,?,B,?,A,E,B,B,A,A,A,B,B,B,A,A,'ABAIXO DA M�DIA'
A,F,D,D,B,A,B,C,B,A,B,B,A,B,D,C,A,A,C,A,A,B,D,A,A,A,A,A,A,A,A,?,B,?,?,?,?,B,?,C,A,B,B,B,A,A,B,C,B,B,B,'ABAIXO DA M�DIA'
A,B,D,D,D,B,C,B,B,A,A,A,B,C,D,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,B,B,B,A,A,B,C,B,C,B,A,B,A,A,A,A,B,C,A,C,C,'ABAIXO DA M�DIA'
A,A,K,C,?,B,C,C,?,A,A,B,A,B,D,D,A,A,G,A,A,A,G,B,A,B,A,A,A,A,A,?,A,?,?,?,A,?,?,A,E,B,A,A,A,A,A,C,A,C,C,'ABAIXO DA M�DIA'
A,B,K,D,D,A,C,B,B,B,C,B,C,C,D,E,A,A,F,A,A,A,B,A,A,A,A,A,A,B,B,C,?,?,?,?,?,B,?,A,?,B,?,B,A,A,C,C,A,B,C,'ABAIXO DA M�DIA'
B,A,L,C,C,B,B,B,B,B,B,B,B,C,D,E,A,A,C,A,A,A,C,A,A,A,A,A,A,A,B,B,A,A,A,B,C,B,B,D,A,B,B,C,A,A,B,?,B,B,C,'ABAIXO DA M�DIA'
B,B,I,D,B,B,B,B,A,A,B,A,A,B,B,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,?,B,?,?,?,B,?,?,A,A,B,A,A,A,A,B,B,B,A,B,'ABAIXO DA M�DIA'
B,?,H,E,B,B,C,B,A,A,B,A,A,B,B,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,?,B,?,?,B,C,B,B,C,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,B,E,C,C,C,B,C,A,A,B,A,B,B,C,F,A,B,C,A,A,A,B,A,A,A,A,A,A,A,B,C,C,B,C,C,C,B,C,D,A,B,A,C,A,A,A,D,B,B,C,'ABAIXO DA M�DIA'
A,?,B,C,C,?,B,B,B,B,B,B,A,C,?,D,A,A,C,A,A,A,F,A,A,B,A,A,A,A,A,?,?,?,B,?,?,?,C,C,A,B,C,A,A,A,A,C,A,C,C,'ABAIXO DA M�DIA'
A,B,L,D,C,C,C,B,C,B,B,B,B,B,C,D,A,A,C,A,A,B,D,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,C,C,B,C,B,A,A,B,C,A,B,D,'ABAIXO DA M�DIA'
A,B,B,F,B,C,B,B,B,A,B,A,A,B,D,E,A,A,D,A,A,C,D,A,A,A,A,A,A,A,A,?,B,?,?,?,B,?,?,B,B,B,A,B,A,A,C,B,A,B,B,'ABAIXO DA M�DIA'
A,A,K,D,A,B,B,B,B,B,B,B,B,B,C,B,A,A,F,A,A,B,E,A,A,B,A,A,A,A,A,C,C,C,A,A,C,A,A,D,A,B,A,B,A,A,A,B,A,B,C,'ABAIXO DA M�DIA'
B,A,K,D,B,C,B,C,C,B,C,A,A,C,C,C,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,B,C,A,B,A,B,B,A,B,B,A,B,A,B,A,B,B,B,A,'ABAIXO DA M�DIA'
B,A,F,E,B,A,C,B,B,B,B,B,A,C,D,D,A,A,?,B,B,A,B,A,A,B,A,A,A,A,A,?,?,B,?,?,?,B,?,A,E,B,D,?,B,A,A,A,A,B,B,'ABAIXO DA M�DIA'
A,C,E,F,B,B,A,C,B,A,B,A,A,B,D,F,B,A,C,A,A,A,B,A,A,C,?,?,A,A,A,?,?,?,B,?,C,?,?,D,A,B,C,A,B,A,B,A,A,A,A,'ACIMA DA M�DIA '
A,C,D,E,C,B,D,B,A,A,B,A,A,C,C,D,A,A,B,A,A,A,F,A,A,B,A,A,A,A,A,C,B,C,C,C,B,B,C,A,A,B,A,A,C,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,C,D,C,A,A,B,B,A,A,A,A,B,C,D,A,A,G,A,B,B,G,A,B,A,A,B,A,A,A,?,A,?,?,?,?,?,?,B,?,B,B,?,C,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,F,L,C,B,A,A,B,B,B,A,A,A,B,B,D,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,A,C,C,C,B,B,B,B,A,B,B,B,B,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,B,C,B,C,B,A,C,B,B,A,E,B,A,A,A,A,A,A,A,A,C,'ACIMA DA M�DIA '
A,B,D,D,D,B,D,B,B,A,B,E,D,D,D,D,A,B,F,A,A,B,G,A,A,B,A,A,A,A,A,?,?,?,?,?,?,?,?,A,E,B,B,C,B,A,C,C,B,B,C,'ACIMA DA M�DIA '
B,B,C,D,C,B,C,B,A,A,B,A,B,B,C,F,A,A,B,B,B,A,C,A,A,B,A,A,A,A,A,?,B,?,?,?,?,?,B,A,B,B,B,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,B,C,?,C,A,B,B,B,B,A,A,B,B,C,A,B,G,A,A,C,A,?,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,C,I,E,C,B,B,B,A,A,B,A,A,B,C,D,A,C,B,A,A,B,E,?,?,A,A,A,A,A,A,C,B,B,A,A,B,C,C,B,E,B,A,A,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,A,D,D,B,B,B,B,A,B,A,A,C,C,B,A,B,D,A,A,B,B,A,A,A,A,A,A,A,A,?,A,?,?,?,?,B,?,B,B,B,A,A,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,F,I,E,C,B,B,B,A,A,A,B,C,C,D,F,A,A,B,A,A,A,B,A,A,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ACIMA DA M�DIA '
A,A,L,C,D,B,C,D,C,A,C,B,A,D,E,F,A,B,E,A,A,A,F,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,K,D,D,C,C,B,B,A,A,A,B,B,D,F,A,A,E,A,A,B,F,A,A,B,A,A,A,A,A,?,?,?,B,?,?,A,?,A,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,D,J,D,?,E,B,B,B,A,A,B,B,B,C,C,A,A,G,A,A,A,B,A,B,C,A,A,A,A,A,B,A,C,A,B,B,C,C,A,D,B,B,C,C,A,B,A,B,A,D,'ACIMA DA M�DIA '
B,B,D,D,D,B,B,B,B,A,A,A,A,C,C,E,A,A,D,A,A,B,B,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,A,A,B,B,B,A,A,A,?,A,A,A,B,'ACIMA DA M�DIA '
A,A,H,D,B,A,B,B,B,A,B,A,B,B,C,D,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,C,?,B,?,A,B,B,B,A,E,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,?,F,D,C,B,B,B,B,B,B,A,B,B,C,E,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,?,A,?,?,?,?,A,?,A,A,B,B,A,A,B,A,B,B,B,B,'ACIMA DA M�DIA '
B,B,H,D,B,B,B,B,B,A,B,B,A,B,B,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,?,C,A,A,B,A,B,B,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,F,L,C,E,D,B,B,B,B,C,B,C,C,D,E,A,A,F,A,A,A,E,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,D,C,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,A,D,E,A,E,C,C,A,B,C,B,A,B,C,B,A,A,C,A,A,A,F,A,A,A,B,B,A,A,A,?,B,?,?,?,A,?,?,A,A,A,C,A,A,A,A,B,A,A,D,'ACIMA DA M�DIA '
B,B,B,C,A,A,B,B,B,B,B,A,A,C,D,E,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,?,?,?,?,?,?,?,?,A,A,B,D,B,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,B,C,F,B,B,A,B,B,A,B,A,C,B,C,D,A,A,C,A,A,B,E,A,A,A,A,A,A,A,A,?,?,?,?,B,C,?,?,B,E,?,C,C,A,?,A,A,A,A,D,'ACIMA DA M�DIA '
B,B,D,D,D,B,B,B,A,A,A,A,A,B,C,E,A,A,D,B,B,B,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,E,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,G,D,C,B,B,B,B,A,A,A,A,B,B,C,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,D,C,D,B,B,B,A,A,A,A,B,B,C,C,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,B,?,B,B,B,B,B,A,E,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,J,D,C,B,B,C,B,B,B,C,C,B,D,E,A,A,B,A,B,A,F,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,B,B,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,I,D,D,C,B,B,B,B,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,C,C,C,B,C,B,C,B,A,A,A,A,A,A,A,A,C,'ACIMA DA M�DIA '
B,B,A,C,B,B,A,A,A,A,A,A,A,B,C,D,A,B,F,A,A,B,F,A,A,A,A,A,A,A,A,?,?,?,B,?,?,?,B,C,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,I,D,C,A,B,B,A,A,B,B,A,B,C,B,A,A,A,B,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,D,A,B,B,A,A,A,C,A,A,A,C,'ACIMA DA M�DIA '
B,B,I,D,E,B,D,C,A,A,B,B,A,B,C,D,A,A,C,A,A,B,F,A,A,A,A,A,A,A,B,C,B,C,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,B,B,C,C,C,?,C,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,B,B,B,C,E,B,A,C,A,A,B,A,A,A,D,'ACIMA DA M�DIA '
B,?,H,F,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,C,A,A,A,A,A,C,?,?,?,?,B,?,?,A,A,A,D,?,B,C,A,A,A,A,A,'ACIMA DA M�DIA '
A,F,I,E,?,B,B,B,A,A,A,A,A,B,B,D,A,A,G,A,B,A,G,A,B,A,A,A,A,A,A,?,?,?,?,A,?,?,?,B,B,A,C,A,B,A,B,A,B,A,A,'ACIMA DA M�DIA '
B,B,C,E,B,B,B,B,B,A,A,A,A,B,B,D,C,A,C,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,B,B,C,B,B,A,D,B,B,C,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,B,C,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,D,A,A,C,A,A,B,A,B,C,A,B,B,C,B,C,C,A,D,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,C,G,D,E,B,D,C,C,A,B,B,B,C,D,F,A,A,G,A,B,A,C,A,A,A,A,A,A,A,A,C,A,B,A,A,C,B,C,A,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,F,A,D,D,C,C,B,A,A,B,B,A,B,C,C,A,B,G,A,A,B,C,A,A,A,A,A,?,A,A,C,?,?,?,?,A,?,?,C,E,B,B,C,B,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,C,A,C,A,A,A,C,C,B,B,A,A,B,C,D,A,A,F,A,A,B,B,A,A,A,A,A,A,A,A,?,?,?,?,A,A,?,?,E,E,B,D,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,A,B,C,?,B,C,B,B,A,A,A,A,B,C,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,C,B,A,C,A,A,A,A,A,A,C,'ACIMA DA M�DIA '
A,A,J,D,C,B,B,B,B,A,A,A,A,B,B,B,A,A,D,A,A,B,F,A,B,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,A,B,B,A,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,B,J,D,C,D,C,B,B,A,B,A,B,B,C,F,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,C,A,B,A,B,B,B,C,D,E,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,H,D,B,A,B,B,B,A,B,B,B,B,C,E,A,A,G,A,A,B,G,A,A,C,A,A,A,B,A,A,B,A,B,A,A,C,B,A,?,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,J,D,D,B,E,B,C,A,C,A,B,B,C,C,A,A,G,A,A,B,G,B,B,A,A,A,A,A,A,B,B,A,A,B,A,B,B,C,B,B,A,A,A,A,A,B,A,A,A,'ACIMA DA M�DIA '
A,E,A,C,C,A,B,B,B,A,A,A,A,B,C,B,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,B,C,C,B,B,C,C,B,A,B,C,A,A,A,A,B,A,A,B,'ACIMA DA M�DIA '
A,C,I,D,C,A,B,B,?,B,B,A,B,E,E,D,B,A,G,A,?,A,G,A,A,B,A,B,A,A,A,?,A,?,?,?,C,?,?,B,E,B,C,A,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,D,D,E,B,B,B,A,A,B,B,A,B,C,B,A,A,B,A,A,A,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,D,B,A,B,B,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,B,D,D,B,D,B,B,A,B,B,D,B,D,F,A,C,G,A,A,C,G,A,A,A,A,A,A,A,A,C,B,A,B,A,B,A,B,D,A,B,B,C,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,D,C,B,A,B,B,B,A,B,B,C,B,C,D,A,A,E,A,A,A,E,A,B,A,A,A,A,A,A,C,B,C,B,C,B,C,B,A,E,B,B,B,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,C,C,C,B,B,D,D,A,B,A,A,B,D,F,A,A,G,A,A,C,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,C,J,D,C,B,B,C,A,A,B,C,A,C,?,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,B,C,A,B,A,A,B,A,A,A,B,A,B,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,E,I,D,C,A,B,B,A,A,A,A,A,B,C,F,A,A,G,B,B,B,G,B,B,A,A,A,A,A,A,B,B,B,A,A,B,B,C,A,B,A,C,C,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,E,J,D,B,B,B,B,B,A,B,B,B,C,C,D,A,A,G,A,A,C,G,A,A,A,A,A,A,A,B,?,?,?,?,B,?,B,?,D,A,B,?,C,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,B,A,D,B,B,B,B,B,?,B,B,A,A,C,C,B,A,B,A,A,A,B,?,B,A,A,A,A,A,A,?,B,?,?,?,?,?,?,C,C,B,A,A,C,A,A,B,C,A,D,'ACIMA DA M�DIA '
A,B,I,D,D,B,C,B,A,A,B,B,C,C,D,C,B,A,E,A,A,B,E,A,A,A,A,A,A,A,A,B,A,?,A,A,B,B,B,A,A,B,C,C,A,A,A,A,B,A,A,'ACIMA DA M�DIA '
B,B,E,D,D,A,B,B,A,A,B,A,B,B,C,C,A,A,G,A,A,?,G,A,B,A,A,A,A,A,B,B,B,C,C,B,B,B,C,A,A,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,E,G,D,A,B,E,B,A,B,B,B,B,B,D,F,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,?,?,?,?,A,?,A,?,B,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,B,C,C,E,D,D,B,B,B,B,B,C,B,D,F,A,A,G,A,A,B,G,A,B,A,A,B,A,A,B,C,B,C,B,C,C,A,B,D,E,B,A,C,A,A,B,B,A,A,B,'ACIMA DA M�DIA '
B,E,C,E,B,A,A,B,B,A,A,B,A,C,D,E,A,A,B,A,A,A,A,B,B,B,A,A,A,A,A,C,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,A,A,C,'ACIMA DA M�DIA '
B,C,C,C,C,A,B,B,B,A,B,A,C,C,D,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,A,A,C,A,C,A,A,A,B,D,C,A,A,B,A,A,B,A,'ACIMA DA M�DIA '
A,B,?,D,E,D,?,B,?,B,B,A,B,C,D,D,A,A,F,A,A,A,F,A,A,A,A,A,A,?,A,?,A,?,?,?,B,?,?,?,E,B,D,C,B,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,E,C,B,A,B,B,A,A,A,C,B,B,B,C,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,A,A,A,B,C,B,A,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,A,C,B,A,B,B,B,A,B,A,A,B,C,D,A,C,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,A,B,C,B,A,B,B,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,A,K,C,?,E,C,B,B,A,B,C,B,B,C,D,B,A,E,A,A,B,E,A,A,B,A,A,A,A,A,C,A,C,B,B,B,B,B,C,D,A,A,B,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,L,C,C,C,B,B,B,B,B,B,C,B,D,D,A,A,C,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,F,D,B,C,C,B,B,A,A,B,?,B,C,C,A,C,G,A,A,B,G,A,A,A,A,A,A,A,B,B,A,B,A,A,C,B,B,C,B,B,A,B,A,A,A,B,A,B,B,'ACIMA DA M�DIA '
A,B,H,F,D,C,C,C,B,A,B,C,A,C,C,E,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,C,B,C,B,B,A,A,A,D,B,B,A,A,A,B,A,A,A,A,C,'ACIMA DA M�DIA '
B,A,H,E,B,B,B,B,B,A,B,A,B,C,C,E,A,A,F,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,A,A,B,B,A,D,A,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,B,D,B,A,B,B,B,A,B,A,A,C,D,F,A,A,B,A,A,C,E,A,A,A,A,A,A,A,A,C,B,B,A,A,B,C,C,C,B,B,A,C,B,B,A,A,A,A,B,'ACIMA DA M�DIA '
A,A,?,A,C,B,B,B,B,B,A,B,B,B,C,B,A,A,E,A,A,B,G,?,?,B,A,A,A,?,A,B,?,?,C,A,A,B,C,A,A,A,A,B,A,A,B,B,B,B,B,'ACIMA DA M�DIA '
B,A,G,D,D,C,B,B,B,A,B,B,B,C,D,D,B,A,F,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,A,C,A,A,A,A,A,A,C,'ACIMA DA M�DIA '
B,B,A,C,B,B,B,B,B,B,B,A,B,B,B,B,A,A,G,A,A,B,G,A,B,B,?,A,?,?,A,B,?,?,?,?,B,?,?,?,A,B,A,B,B,A,B,A,A,A,B,'ACIMA DA M�DIA '
A,B,F,F,C,B,C,B,B,A,B,A,A,B,B,C,A,A,G,A,A,A,G,?,A,A,A,A,A,A,A,B,B,B,B,A,B,B,A,B,E,B,C,A,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,F,C,D,C,C,B,A,A,A,A,A,B,E,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,D,C,B,B,C,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
A,B,I,D,C,B,C,B,A,B,B,A,B,B,C,D,A,A,?,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,L,C,C,B,B,C,B,A,B,A,A,B,D,F,A,A,G,A,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ACIMA DA M�DIA '
B,B,B,C,D,C,C,B,B,A,B,B,A,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,C,C,C,B,?,B,B,A,B,A,A,B,B,C,A,A,D,A,A,A,B,A,A,A,A,A,A,A,A,C,A,B,A,?,B,B,B,A,B,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,C,B,C,B,B,B,B,B,B,A,A,A,B,C,B,A,A,D,A,A,B,D,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,E,E,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,D,C,D,B,A,C,A,A,A,A,C,B,C,D,A,A,G,A,A,C,G,A,B,A,A,A,B,A,A,C,B,B,B,B,C,B,C,A,B,B,B,A,A,A,A,B,A,B,B,'ACIMA DA M�DIA '
B,F,F,E,D,B,B,B,B,A,B,B,D,E,E,F,A,A,G,A,A,A,F,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,A,E,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,A,C,B,B,B,B,B,B,?,B,C,B,C,E,A,A,E,A,A,A,F,A,A,A,A,A,A,A,A,C,A,A,A,B,B,B,A,B,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,B,C,D,B,B,B,A,A,B,C,A,B,D,C,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,?,?,?,B,?,?,B,?,A,A,B,B,C,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
B,F,E,D,B,B,B,B,A,A,A,A,A,B,B,F,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,C,B,C,C,C,B,B,C,E,E,B,C,C,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,C,F,D,C,B,B,B,A,A,A,A,B,B,D,E,A,A,E,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,B,A,A,B,C,C,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,E,D,C,A,B,B,?,A,A,A,A,B,C,C,A,A,F,A,A,B,G,A,A,B,A,A,A,A,B,C,B,A,B,C,C,B,C,B,C,A,C,A,?,A,A,A,B,A,B,'ACIMA DA M�DIA '
A,B,A,C,E,C,B,B,B,A,C,A,B,C,D,D,A,?,G,A,A,A,G,A,A,A,A,A,A,A,A,C,C,C,B,A,C,A,B,D,E,B,A,B,A,A,B,B,B,A,C,'ACIMA DA M�DIA '
B,E,L,C,D,B,B,B,B,A,B,A,B,B,C,B,B,A,G,A,A,B,G,A,B,?,B,A,A,A,A,?,?,?,?,?,?,?,?,B,A,B,A,B,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,A,L,H,B,A,B,B,?,A,B,A,B,B,C,D,A,A,B,A,A,A,E,A,A,A,A,A,A,A,A,A,B,C,A,A,C,A,B,C,E,B,C,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,A,D,C,D,A,D,C,A,A,B,A,B,C,D,E,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,C,A,A,A,A,B,B,B,A,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
